Course Code,Course Name,Level,Term,Description,Prerequisites,Restrictions,Corequisites
SEC 794,Directed Research IV,794,"Fall, Spring","Directed Research IV This course provides an opportunity for students to engage in research under the supervision of a thesis advisor. Students will explore a specific topic of interest in depth, develop research questions, conduct a literature review, participate actively in a research project and complete a written project or presentation. The course is designed to encourage self-directed learning, critical thinking, and academic inquiry. The topic and scope of the project are determined in consultation with the supervising faculty member. Yönlendirilmis Arastirma IV Bu ders, ögrencilere bir tez danismaninin gözetiminde arastirma yapma firsati sunar. Ögrenciler, ilgi duyduklari belirli bir konuyu derinlemesine inceleyecek, arastirma sorulari gelistirecek, literatür taramasi yapacak, aktif olarak bir arastirma projesine katilacak ve yazili bir proje ya da sunum tamamlayacaklardir. Ders, öz-yönelimli ögrenmeyi, elestirel düsünmeyi ve akademik sorgulamayi tesvik edecek sekilde tasarlanmistir. Projenin konusu ve kapsami, danisman ögretim üyesiyle yapilan görüsmeler sonucunda belirlenir. 3.000",Doctorate level SEC 793 Minimum Grade of D or Masters level SEC 793 Minimum Grade of D,Must be enrolled in one of the following Programs: PHDCYSEC after UG,
SOC 201,Social Theory,201,"Fall, Spring","Social Theory What is society? What makes and holds societies together? Why and how do societies change and develop - or else fail to do so? This introductory sociology course presents an overview of the major theories of society proposed through the 19th and 20th centuries, ranging from classical theory through Marx and Weber to critical theory, hermeneutics and the interpretive tradition, psychoanalysis, structuralism, post-structuralism , post-colonial theory, feminist and post-modernist theories. Key issues for the study of (post)modern society include: the relationship between knowledge, power and representation; consumption, commoditization and electronic forms of exchange; the impact of new information technologies; transnationalism, global cities and hybrid identities; and local knowledge and everyday life viewed as text and performance. While the last few decades' decline of master narratives or ""grand theories"" has fed into the current emphasis on interdisciplinarity, the main premise of this course is that the need for interdisciplinarity brings with it a further need: that of a firm grounding in social theory. Toplum Kuramı Toplum nedir? Toplumları hangi güçler oluşturup birarada tutar? Toplumlar niçin ve nasıl gelişip değişir ya da değişemez? Bu sosyolojiye giriş dersi, 19. ve 20. yüzyıllar boyunca ortaya atılmış belli başlı toplum teorilerini gözden geçiriyor: klasik teoriden başlayıp, Marx ve Weber'den geçerek, eleştirel teoriye; yorumsamacılığa ve yorumlayıcı geleneğe; psikanalize, strüktüralizme, post-strüktüralizme, sömürgelik-sonrası teoriye, feminist ve post-modernist teorilere kadar. Modernite sonrası toplumun incelenmesiyle ilgili bazı kilit sorunlar da şöyle sıralanıyor: bilgi ile iktidar ve ""gösterme"" arasındaki ilişki; tüketim, metalaşma ve elektronik mübadele biçimleri; yeni enformasyon teknolojilerinin etkisi; ulus-ötesilik, küresel kentler ve melez kimlikler; yerellik bilgisi ve günlük hayatın metin ve performans olarak yorumlanması. Son yirmi yılda ""büyük teori"" ve makro- anlatıların gözden düşmesi, displinlerarasılık vurgusunu besledi. Ama disiplinlerarasılık açısından da, toplumsal teori temeli çok sağlam tutulmak zorunda. 3.000",Undergraduate level SPS 101 Minimum Grade of D and Undergraduate level SPS 102 Minimum Grade of D,,SOC 201D Prerequisites: Undergraduate level SPS 101 Minimum Grade of D and Undergraduate level SPS 102 Minimum Grade of D
SOC 201D,Social Theory - Discussion,201,"Fall, Spring",Social Theory - Discussion Toplum ve Toplumsal Gelişme Teorileri- Tartışma 0.000,,,SOC 201
SOC 203,Perspectives on Law and Society,203,"Fall, Spring","Perspectives on Law and Society The course offers a survey of the interdisciplinary field of Law and Society. Works from a variety of disciplinary traditions such as Anthropology, Sociology, History, Political Science, Economics, Philosophy and Literature shall be read. Some of the main themes that Law and Society scholarship has tackled over the last three decades: origins and different sorts of law and lawmaking, the relationship of law to the political domain, the relationship of law to socio-economic structures of hierarchy and the relation between law on the books and law in action will be explored. Hukuk ve Toplum Calismalari Bu dersin ana hedefi hukuk ve toplum ilişkileri üzerine eleştirel ve çok boyutlu bir şekilde düşünebilme becerisi sağlamaktır. Antropoloji, Sosyoloji, Tarih, Siyaset Bilimi, Ekonomi, Felsefe ve Edebiyat gibi bir cok disiplinin sınırları dahilinde hukuk ve toplum arasindaki iliskileri irdeleyen calismalar okunacak, Hukuk ve Toplum Çalışmalarının son otuz yılda ilgilendiği bir takim ana temalar tarttışılacaktır. İncelenecek temalardan bazıları farklı hukuk gelenekleri ve kanun yapma şekilleri, hukuk ve sosyo-ekonomik yapılar arasındaki ilişkiler, hukuk ile politik alan arasındaki ilişkiler, yazılı hukuk ile pratik hukuk arasindaki iliskiler olarak sıralanabilir. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 300,Sociology of Science,300,"Fall, Spring","Sociology of Science This course provides an introduction to the study of science as a social field and practice. It explores major approaches in the sociology of science, including institutional analysis, social constructivism, laboratory studies, actor-network theory, social worlds approach, boundary-work, and field theory. Topics to be discussed include the rise of modern science, the evolution of scientific knowledge and practice, technology and social change, gender in science, media representations of science, science policy, and the commercialization of scientific research. Bilim Sosyolojisi Bu ders bilimin toplumsal bir alan ve pratik olarak incelenmesine bir giriş niteliği taşımaktadır. Derste kurumsal çözümleme, toplumsal inşacılık, laboratuvar çalışmaları, aktör-ağ kuramı, toplumsal dünyalar yaklaşımı, sınır çalışması ve alan kuramı gibi bilim sosyolojisindeki temel yaklaşımlar incelenmektedir. Tartışılacak konular arasında modern bilimin yükselişi, bilimsel bilgi ve pratiklerin evrimi, teknoloji ve toplumsal dönüşüm, bilimde toplumsal cinsiyet, bilimin medyada temsil biçimleri, bilim politikaları, ve bilimsel araştırmanın ticarileşmesi bulunmaktadır. 3.000",,,
SOC 301,Political Sociology,301,"Fall, Spring","Political Sociology This course introduces students to the study of power, politics, and the state from a sociological point of view. Topics to be covered include sociological theories of domination and the modern state, the social origins of political regimes, collective action in revolutions and social movements, class coalitions and welfare states, social cleavages. Siyaset Sosyolojisi Bu ders iktidar, siyaset ve devletin sosyolojik açıdan incelenmesine bir giriş niteliği taşımaktadır. İşlenecek konular arasında sosyoloji kuramlarında iktidar ve modern devlet, siyasal rejimlerin toplumsal kökenleri, devrim ve toplumsal hareketlerde toplu eylem, sınıf koalisyonları ve refah devleti, toplumsal bölünmeleri bulunmaktadır. 3.000",Undergraduate level SPS 101 Minimum Grade of D and Undergraduate level SPS 102 Minimum Grade of D,,
SOC 305,Corporate Governance and Social Responsibility,305,"Fall, Spring","Corporate Governance and Social Responsibility Recent years saw a surge of interest in the social responsibilities of corporations in general and of multi-national corporations in particular. Largely premised on the view that corporate power exceeds or nearly exceeds that of national governments in this global era, various social forces are currently at play with the attempt to redraw the redistributive obligations and capacities of market, state and civil society. This class offers an in depth introduction to the topic, drawing on theoretical and empirical materials from sociology, political science, management theory and law. The purpose is to familiarize students with the contested meaning of the concept of 'social responsibility,' and to introduce them to the vibrant field of activity that emerges around it. In particular, the aim is to familiarize students with concepts and models such as corporate citizenship, triple bottom line reporting, social performance management systems, social accountability standards (e.g. SA8000), and compliance and monitoring instruments and to situate those in the context of evolving contemporary theories of governance and regulation. Şirketlerde Yönetişim ve Sosyal Sorumluluk Geçtiğimiz yıllarda genelde tüm şirketlerin özel olaraksa çok-uluslu şirketlerin sosyal sorumluluklarına olan ilgide büyük bir artış yaşandı. Günümüz küresel dünyasında şirketlerin kullanımındaki güç ve kaynakların ulus devletlerin kullanımındaki güç ve kaynakların çok önüne geçtiği düşüncesinden hareketle çeşitli sosyal güçler piyasa, devlet ve sivil toplumun tekrar dağıtım sorumluluk ve kabiliyetlerini yeniden belirlemek için çalışmaktalar. Bu ders, sosyoloji, siyaset bilimi, işletme teorisi ve hukuk gibi çeşitli alanlardan toplanan teorik ve ampirik materyalleri kullanarak bu konuya derinlemesine bir giriş yapmayı istemektedir. Dersin amacı öğrencileri çokça sorgulanan bir kavram olan ""sosyal sorumluluk"" kavramıyla ve bu kavram çevresinde oluşan canlı etkinlik alanıyla tanıştırmaktır. Daha özelde ise dersin amacı öğrencileri şirket vatandaşlığı, ""triple bottom line reporting"", sosyal performans yönetimi sistemleri, sosyal sorumluluk standartları (ör. SA8000), uyum ve denetleme araçları gibi kavram ve modeller hakkında bilgilendirmek ve öğrencilerin bu kavram ve modelleri evrilmekte olan güncel yönetişim ve denetim teorileriyle bağdaştırmalarını sağlamaktır. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 308,Sociology of Religion,308,"Fall, Spring","Sociology of Religion This course surveys major topics and perspectives in the study of religion as a social institution. It starts with the classical writings of Troeltsch, Durkheim, Weber, and Geertz, and seeks to answer the following questions using empirical cases drawn from Europe, the United States, Türkiye, and India: Why do different societies experience different degrees of secularization? How do church-state relations and secular ideologies vary from one setting to another? Can secularism itself be considered a religion-like formation? What is civil religion? What role does religion play in social movements, and civil societies? Din Sosyolojisi Bu ders dine toplumsal bir kurum olarak yaklaşan çalışmaları incelemektedir. Troeltsch, Durkheim, Weber, ve Geertz?in temel metinleri ele alınacak, Avrupa, Amerika Birleşik Devletleri, Türkiye, ve Hindistan?dan örnek olaylar incelenerek şu soruların cevapları araştırılacaktır: Neden farklı toplumlarda değişik derecelerde sekülerleşme gözlenmektedir? Din-devlet ilişkileri ve seküler ideolojiler ülkeden ülkeye nasıl farklılıklar göstermektedir? Sekülarizm din benzeri bir oluşum olarak nitelendirilebilir mi? Sivil din nedir? Dinin toplumsal hareketlerde, refah devletinde ve sivil toplumda rolü nedir? 3.000",Undergraduate level SPS 101 Minimum Grade of D and Undergraduate level SPS 102 Minimum Grade of D,,
SOC 313,Turkish Social Thought,313,"Fall, Spring","Turkish Social Thought The course will deal with the basic social and political ideas developed in the early and late republican period in Türkiye. in the first part a special emphasis will be given to the formation of the social thought via the constitution of the notion of law and society within the framework of the 'essential' conflictual concepts, such as east-west, modernity-conservatism. In the second part basic schools of thought (like blue Anatolia) and the ideas and arguments of the prominent thinkers and intellectuals will be analyzsed. in this regard new understanding of the social and the political will be dissected with special reference to such debates as, modernity, postmodernity, secularism, political Islam, Europe, globalisation. An extensive review of Turkish literature in this context is imperative. Türk Toplumsal Düşüncesi Derste erken ve geç cumhuriyet döneminde ortaya çıkmış olan temel toplumsal ve siyasal düşünceler ele alınacaktır. Dersin ilk bölümünde doğu-batı, ielericilik- gericilik türünden çatışmacı düşüncelerin ışığında oluşturulmuş toplum ve hukuk modelleri üstünde durulacaktır. Ikinci bölümdeyse 1960 sonrası ortaya çıkmış, Mavi Anadolu, Siyasal İslam gibi düşünce akımları irdelenecek, yeni toplumsal ve siyasal düşünce kalıpları etrafında modernite, postmodernite, laiklik, Avrupa, Batıclık, küreselleşme, feminizm gibi kavramların nasıl anlaşıldığı sorgulanacaktır. Her akım öne çıkmış yazar ve düşünürlerin özgün metinleriyle çözümlenecek, o arada Türk edebiyatının sorunları nasıl kavrayıp yansıttığı üstünde de durulacaktır. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 318,Qualitative Research Methods,318,"Fall, Spring","Qualitative Research Methods This course introduces students to the principles of qualitative sociological research. It provides a strong theoretical basis for the interpretive research questions and sociological methods, such as interviewing, participant observation, thematic focus groups, comparative approaches, and the qualitative analysis of large surveys. Nitel Araştırma Yöntemleri Bu ders nitel sosyolojik araştırmanın temel prensiplerini öğrencilere aktarmayı amaçlar. Yorumlamacı sorular ve mülakat, katılımcı gözlem, tematik odak grupları, karşılaştırmalı yaklaşımlar ve geniş katılımlı anketlerin nitel analizi gibi sosyolojik yöntemleri güçlü bir kuramsal temel üzerine inşa etme becerisi kazandırır. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 321,Urban Sociology,321,"Fall, Spring","Urban Sociology Social implications of urban life with respect to such topics as patterns of city growth; urban social organization (family, neighbourhood, community); urban social issues (housing, crime); urban policy and urban planning (sociology of planning, citizen participation). Kent Sosyolojisi Kentsel büyüme ve gelişme kalıpları, kentsel toplumsal örgütlenme (aile, mahalle ve topluluklar) gibi kentsel yaşamın toplumsal özellikleri üzerinde durulmaktadır. Bu bağlamda ayrıca kentsel sosyal sorunlar (konut, suç), kentsel politikalar ve planlama (planlamanın sosyolojisi ve yurtdaş katılımı) gibi konular ele alınmaktadır. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 350,"Science, Religion and Society",350,"Fall, Spring","Science, Religion and Society This course investigates the relationship between religion and science from a historical and comparative perspective. It explores historical cases of conflict between religious authorities and scientists, reviews different religions’ approaches to scientific activity, examines the impact of positivism, naturalism, and materialism on secularist movements, and discusses contemporary controversies about intelligent design, stem cell research, and genetic reproductive technologies. The course concludes with a discussion of the place of religion in academic institutions and in the lives of scientists. Bilim, Din ve Toplum Bu ders, din ve bilim arasındaki ilişkiyi tarihsel ve karşılaştırmalı bir bakış açısıyla ele almaktadır. Tarihte dini otoriteler ve bilim insanları arasındaki çatışmalardan örnekler; farklı dinlerin bilimsel faaliyete yaklaşımları; pozitivizm, doğalcılık, ve materyalizmin seküler hareketler üzerindeki etkileri; ve akıllı tasarım, kök hücresi araştırmaları, ve genetik üreme teknolojileri hakkındaki güncel tartışmalar gibi konular incelenmektedir. Ders, dinin akademik kurumlardaki ve bilim insanlarının hayatındaki konumuyla ilgili bir tartışmayla son bulmaktadır. 3.000",,,
SOC 402,Media and Politics,402,"Fall, Spring","Media and Politics This is a seminar course designed to explore three aspects of media/politics in particular: (1) transnational/national news agencies and media organizations in the era of digital, cable and satellite communication (2) critical debates on issues such as bias and objectivity in political reporting, tabloid news, political scandal, investigative journalism (3) intersections between media power and national politics, including such themes as 'agenda setting', 'spin control', 'the spiral of silence' or 'political advertising'. Medya ve Siyaset Bu seminerde medya/siyaset ilişkileri, üç ana eksende ele alinarak incelenecektir. (1) global/yerel haber ajansları ve medya kuruluslari arasindaki ilişkiler; yeni iletişim teknolojilerinin beraberinde getirdiği yapısal/kurumsal dönüşümler (2) medya içeriği, özellikle haber üretimi ve içeriğini belirleyen çeşitli faktörler; anlatı/görüntü/izleyici ilişkileri; son yıllarda habercilikte öne çıkan şiddet, sansasyon, magazinleşme üstüne tartışmalar/ incelemeler (3) ulusal siyasette medyanin etkileri ve rolleri ustune kuramsal yaklaşımlar ve tartışmalar. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 404,Media Research Workshop,404,"Fall, Spring","Media Research Workshop The main aim of this workshop will be to provide hands-on experience in media research techniques. Students will be expected to work on individual projects and/or joint projects learning to apply various techniques such as ''frame analysis'',; ''narrative analysis''; ''focus group analysis''. The reading materials for the course will include examples from existing media research with different kinds of materials (visual, written, digital) as well as conventional ''methodology'' articles. Medya Araştırmaları Atölyesi Bu arastirma atölyesenin ana amaci, medya analizlerinde kullanilan farklı yöntemleri uygulamalı olarak ele almaktır. Atölyeye katılan öğrenciler bireysel ya da ortak bir proje üstünde çalışabilir, farklı tür metinler (görsel, yazılı, digital) üstünde yoğunlaşabilirler. Atölye kapsamında öğrencilerin bu metinleri ''çerçeve analizi''; ''anlatı analizi'', ''odak grup tartışması'' gibi çeşitli yöntemler uygulayarak çözümlemeleri beklenmektedir. Bu amaçla, hem örnek medya araştırmaları hem de farklı yöntemler üstünde makalelerden oluşan bir okuma listesinden yararlanılacaktır. 3.000",Undergraduate level SPS 101 Minimum Grade of D and Undergraduate level SPS 102 Minimum Grade of D,,
SOC 406,Exploring the Legal Profession,406,"Fall, Spring","Exploring the Legal Profession The power that legal professionals enjoy, and the dependence of social order on that power, makes them the bearers of a number of tensions. Lawyers, judges, prosecutors, court clerks and police officers all operate within hierarchical structures, maintaining the social order while trying to deliver equality. Other actors such as Constitutional Court judges reflect upon and decide the rules through which the 'game'- e.g. democracy - is to be played. They are expected to keep up the legal form in all their actions. But real life conditions such as inadequate resources make this a burdensome task. At times, their moral inclinations as individuals conflict with their roles as legal actors. This course explores these and other tensions that define the role of legal professionals in social life, using the legal profession as a lens through which to understand the making of social, economic and political realities. Hukukçular Üzerine İncelemeler Hukukçuların gücü ve toplumsal düzenin bu güce bağımlılığı onları birçok gerilimle yüzyüze bırakır. Avukatlar, savcılar , katipler, polis memurları gibi hukuk ile ilgili aktörler toplumsal düzeni korurken ve eşitlik dağıtırken hiyerarşik yapılar içinde çalışırlar. Diğer aktörler örneğin Anayasa mahkemesi hakimleri 'oyunun' (demokratik rejim vb.) kuralları üzerine kafa yorarlar ve karar verirler. Hukukçuların eylemlerinin hukuksal düzenlemelere uygun olması beklenir. Fakat gerçek yaşam koşulları, örneğin yetersiz kaynaklar bunu zorlaştırır. Kimi zaman kişisel ahlaki eğilimleriyle yasal aktörler olarak üstlerine düşen görevler çatışır. Bu ders, toplumsal yaşamda hukukçuların rolünü belirleyen bu ve benzeri gerilimler üzerinde durmakta, hukukçuluğu bir lens olarak kullanarak, toplumsal, ekonomik ve siyasi gerçekliklerin oluşumunu anlamaya çalışmaktadır. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 408,Religion and Politics,408,"Fall, Spring","Religion and Politics This course examines the interaction of religious and political authorities, discourses, and institutions through historical, comparative, and normative perspectives. We will start our discussion with a survey of the role of religion in the formation of modern political institutions and identities, including the modern state, long-distance and national social movements, welfare regimes, and national identities. We will then investigate various aspects of religious politics, focusing in particular on religious movements and violence, the rise and transformation of religious parties, secularism as political ideology and movement and the relationship between religious politics and democracy. The course will conclude with a review of recent debates in political theory on the legitimate place of religion in public life and in the political sphere. In the course of the semester, we will discuss empirical cases drawn from Europe, the U.S., the Middle East, and Southeast Asia. Din ve Siyaset Bu ders dini ve siyasi otoritelerin, söylemlerin ve kurumların birbirleriyle etkileşimini tarihsel, karşılaştırmalı ve normatif açılardan incelemektedir. Derse, dinin modern siyasi kurumların ve kimliklerin - modern devlet, uzun mesafeli ve ulusal kimlikler - oluşumundaki rolünü irdeleyerek başlayacağız. Ardından dini siyasetin değişik boyutlarını, özellikle dini hareketler ve şiddet, dini partilerin yükselişi ve dönüşümü, siyasi bir ideoloji ve hareket olarak sekülarizm, ve dinsel siyasetin demokrasiyle ilişkisi konularına odaklanarak inceleyeceğiz. Siyaset kuramında dinin kamusal yaşamdaki ve siyaset alanındaki meşru yeri üzerine yakın zamanda yapılan tartışmaları gözden geçirerek dersi noktalayacağız. Dönem boyunca Avrupa, A.B.D., Ortadoğu ve Güneydoğu Asya'dan örnek olaylar incelenecektir. 3.000",,,
SOC 420,Infrastructure and Mobilities,420,"Fall, Spring","Infrastructure and Mobilities The study of current mobilities of everything (people, ideas, goods, capital, and images), the social, cultural and political aspects of infrastructure and mobilities, the sustainable workings of mobility places and systems, and the historical formation of mobility as an inseparable feature of civilization, modernity, development, and globalization. Topics to be covered include Mobilities Theory; cities as interfaces and infrastructures; inequalities across (im)mobilities; historical development of transportation systems; global structures of mobilities; airports, railways, and container ports; mutual constitution of infrastructure, transportation, and tourism; social, cultural and economic impacts of sustainable transportation systems and hubs over place-making and social relations Altyapı ve Hareketlilikler İnsanların, fikirlerin, ürünlerin, sermayenin ve modernitenin ve küreselleşmenin ayrılmaz bir parçası olarak tarihsel oluşumu. İşlenecek konular arasında Hareketlilikler Kuramı, bir arayüz ve altyapı olarak kentler, hareketlilikler ekseninde eşitsizlikler, ulaşım sistemlerinin tarihi, havaalanları demiryolları ve konteyner limanları, sürdürülebilir ulaşım sistemlerinin ve merkezlerinin mekan ve toplumsallık biçimleri üzerindeki kültürel ve ekonomik tesirleri bulunmaktadır. 3.000",,,
SOC 425,"Power, Economy, and Society",425,"Fall, Spring","Power, Economy, and Society This course introduces students to the study of the meaning, functions, and place of economic activities in society from a comparative perspective. Topics to be covered include globalization, capitalism and neoliberalism; work and labor regimes; governmentality; cultures of consumption; space and value; deindustrialization and class; and cultural economy İktidar, Ekonomi ve Toplum Pratiği Bu ders ekonomik faaliyetlerin toplumsal anlamına, işlevine ve yerine karşılaştırmalı bir bakış açısıyla bir giriş niteliği taşımaktadır. İncelenecek konular arasında küreselleşme, kapitalizm ve neoliberalizm; iş ve emek düzenleri; yönetimsellik, tüketim kültürü; mekan ve değer; sanayisizleşme ve sınıf; ve kültürel ekonomi bulunmaktadır. 3.000",Undergraduate level SOC 201 Minimum Grade of D,,
SOC 426,Gender and Work,426,"Fall, Spring","Gender and Work This course examines how the organization and practices of labor, work, and workplace is gendered through a historical and comparative socio-cultural lens. Subjects to be examined include the constitutive relation between gender identity, class position and labor force participation; work and gender dynamics within different sectors in contemporary planetary economy; the state’s involvement with gender, family and work; and women’s and men’s experiences of work hierarchies. Toplumsal Cinsiyet ve Çalışma Bu ders emek, çalışma ve işyeri örgütlenmesi ve pratiklerinin nasıl cinsiyete tabi kılındığının tarihsel ve karşılaştırmalı bir bakışla incelenmesini amaçlar. Ele alınacak konular arasında cinsiyet kimliği, sınıf konumu ve işgücü katılımı arasındaki kurucu ilişki; modern küresel ekonominin farklı sektörlerindeki çalışma ve cinsiyet dinamikleri; devletin cinsiyet, aile ve iş ile ilişkilenme biçimleri ile kadınların ve erkeklerin çalışma hiyerarşilerini tecrübe etme biçimleri bulunmaktadır. 3.000",,,
SOC 432,"Sexualities, Sociabilities",432,"Fall, Spring","Sexualities, Sociabilities Who are we? Every social group tries to answer this question, albeit with significant variation across cultures and throughout history. All social groups also try to define and enact rules about the sexual activities of their members. Sociological and anthropological literature shows that the ways in which social groups define their rules about sexuality relate to the ways in which they define boundaries and maintain spaces for themselves. In this course we are going to survey existing theoretical discussions and research about this problematic. Specific themes for discussion will vary, but are likely to include such issues as homosexuality, honor crimes and the headscarf Cinsellikler, Toplumsallıklar Biz kimiz? Her toplumsal grup, kültürler ve tarihsel dönemler arasındaki ciddi farklılıklarla da olsa bu soruyu cevaplandırmaya çalışıyor. Bütün toplumsal gruplar aynı zamanda üyelerinin cinsel aktiviteleri hakkında kurallar belirlemeye ve uygulamaya da çalışıyorlar. Sosyolojik ve antropolojik çalışmalar gösteriyor ki toplumsal grupların cinsellik hakkındaki kuralları belirleyiş şekilleri, kendilerini tanımlayan sınırlar ve muhafaza ettikleri toplumsal alanlar ile ilişkileniyor. Bu derste bu sorunsal etrafındaki teorik tartışma ve araştırmaları inceleyeceğiz. Tartışma temaları yıldan yıla değişse de eşcinsellik, namus cinayetleri ve başörtüsü gibi konular etrafında oluşacak 3.000",,,
SOC 444,New Social Movements,444,"Fall, Spring","New Social Movements This course's aim is to introduce students to the various theoretical approaches to the study of the formation and impact of new social movements. The interrelationship of new social movements with identity politics and processes of globalization will receive special attention. In analyzing various theoretical approaches, we will concentrate on such topics as collective action, resource mobilization, post- Fordism, universality, multiculturalism, authenticity, hybridity and globalization. Yeni Toplumsal Hareketler Bu dersin ana amacı öğrencilere yeni toplumsal hareketlerin oluşumu ve etkileri konusunda geliştirilen çeşitli kuramsal yaklaşımları tanıtmaktır. Yeni toplumsal hareketlerin kimlik siyaseti ve küreselleşme süreçleri ile olan karşılıklı ilişkisi özel olarak vurgulanacaktır. Çeşitli kuramsal yaklaşımları incelerken toplu eylem, kaynak hareketlendirilmesi, Fordism-sonrası, evrensellik, çok kültürlülük, özgünlük, melezlik ve küreselleşme gibi kavramlar üzerine yoğunlaşılacaktır. 3.000",Undergraduate level SPS 101 Minimum Grade of D or Undergraduate level SPS 102 Minimum Grade of D,,
SOC 502,Media and Politics,502,"Fall, Spring","Media and Politics This is a seminar course designed to explore three aspects of media/politics in particular: (1) transnational/ national news agencies and media organizations in the era of digital, cable and satellite communication (2) critical debates on issues such as bias and objectivity in political reporting, tabloid news, political scandal, investigative journalism (3) intersections between media power and national politics, including such themes as 'agenda 'spin control', 'the spiral of silence' or 'political advertising'. Medya ve Siyaset Bu seminerde medya/siyaset ilişkileri, üç ana eksende ele alinarak incelenecektir. (1) global/yerel haber ajanslari ve medya kuruluslari arasindaki ilişkiler; yeni iletişim teknolojilerinin beraberinde getirdiği yapısal/ kurumsal dönüşümler (2) medya içeriği, özellikle haber üretimi ve içeriğini belirleyen çeşitli faktörler; anlatı/ görüntü/izleyici ilişkileri; son yıllarda habercilikte öne çıkan şiddet, sansasyon, magazinleşme üstüne tartışmalar /inclemeler (3) ulusal siyasette medyanin etkileri ve rolleri ustune kuramsal yaklaşımlar ve tartışmalar. 3.000",,,
SOC 503,Social Studies of Constitutions and Constitutionalism,503,"Fall, Spring","Social Studies of Constitutions and Constitutionalism In recent years, constitutionalism as a mode of political action undertaken by courts and other political entities has become key to efforts of political reconstruction. In both South Africa and Eastern Europe, for example, constitutionalism has become the modus operandi of setting the framework of new political orders, for coming to terms with a troublesome past, and for gaining political legitimacy vis-à-vis global or regional trans-national institutions. At the same time, constitutions today, as in the past, remain a crucial site for contesting and negotiating the boundaries of the legitimate order and work as a juridico-political context for affirming and enacting deeply rooted imaginations of a nation's past, present and future. Constitutional courts, as well as other constitutional bodies emerge as major players in these contestations. We will examine these processes through the specific examples of the European Union, Hungary and South Africa. In particular the historical, political, social and economic dynamics at work in these contexts concentrating on the making of constitutions, the operation of constitutional bodies and the entangled notions of constitutionalism is discussed. Anayasalar ve Anayasacilik: Toplumsal ve Siyasi Acilimlar ""Anayasacilik"" son yillarda yuksek mahkemeler ve diger ilgili politik yapilar tarafindan kullanilan bir hareket bicimi olarak toplumsal ve kurumsal yeniden yapilanma sureclerinde merkezi bir rol oynadi. Ornegin Guney Afrika ve Avrupa Birligi gibi oldukca farkli cografyalarda, anaysacilik, olusmakta olan yeni politik duzenin cercevesini belirleme, sorunlu bir gecmisle yuzlesme ve de ilgili bolgesel ya da kuresel kurumlara ""mesruiyet"" kazandirma gibi hareketlerin ana yontemi haline geldi. Ayni zamanda anayasalar bugun, gecmiste de oldugu gibi, mesru duzenin sinirlari uzerine yapilan mucadelelerin ana arenasini teskil etmekte, uluslarin gecmisi, bugunu ve gelecegi ile ilgili yerlesmis tahayyullerin gorunur hale geldigi hukuksal ve politik bir duzlem olarak karsimiza cikmaktadir. Anayasa mahkemeleri ve diger anayasal kurumlar bu savasimlarin onemli aktorleri olarak politik duzlemdeki yerlerini olusturmakta ve guclendirmekteler. Bu derste bu dinamikleri Macaristan, Guney Afrika ve Avrupa Birligi gibi orneklerin ekonomik, toplumsal ve siyasi faktorleri cercevesinde incelenmektedir. 3.000",,,
SOC 504,Media Research Workshop,504,"Fall, Spring","Media Research Workshop The main aim of this workshop will be to provide hands-on experience in media research techniques. Students will be expected to work on individual projects and/or joint projects learning to apply various techniques such as ''frame analysis'',; ''narrative analysis''; ''focus group analysis''. The reading materials for the course will include examples from existing media research with different kinds of materials (visual, written, digital) as well as conventional ''methodology'' articles. Medya Araştırmaları Atölyesi Bu arastirma atölyesenin ana amaci, medya analizlerinde kullanilan farklı yöntemleri uygulamalı olarak ele almaktır. Atölyeye katılan öğrenciler bireysel ya da ortak bir proje üstünde çalışabilir, farklı tür metinler (görsel, yazılı, digital) üstünde yoğunlaşabilirler. Atölye kapsamında öğrencilerin bu metinleri ''çerçeve analizi''; ''anlatı analizi'', ''odak grup tartışması'' gibi çeşitli yöntemler uygulayarak çözümlemeleri beklenmektedir. Bu amaçla, hem örnek medya araştırmaları hem de farklı yöntemler üstünde makalelerden oluşan bir okuma listesinden yararlanılacaktır. 3.000",,,
